city,month,last_available_deaths
Abadia de Goiás,2020-07-01,12
Abadia de Goiás,2020-08-01,61
Abadia de Goiás,2020-09-01,181
Abadia de Goiás,2020-10-01,217
Abadia de Goiás,2020-11-01,210
Abadia de Goiás,2020-12-01,234
Abadia de Goiás,2021-01-01,288
Abadia de Goiás,2021-02-01,322
Abadia de Goiás,2021-03-01,471
Abadia de Goiás,2021-04-01,614
Abadia de Goiás,2021-05-01,839
Abadia de Goiás,2021-06-01,972
Abadia de Goiás,2021-07-01,1113
Abadia de Goiás,2021-08-01,1147
Abadia de Goiás,2021-09-01,1113
Abadia de Goiás,2021-10-01,1256
Abadia de Goiás,2021-11-01,1309
Abadia de Goiás,2021-12-01,1364
Abadia de Goiás,2022-01-01,1364
Abadia de Goiás,2022-02-01,1232
Abadia de Goiás,2022-03-01,1188
Abadia dos Dourados,2020-07-01,7
Abadia dos Dourados,2020-08-01,31
Abadia dos Dourados,2020-09-01,30
Abadia dos Dourados,2020-10-01,31
Abadia dos Dourados,2020-11-01,30
Abadia dos Dourados,2020-12-01,31
Abadia dos Dourados,2021-01-01,31
Abadia dos Dourados,2021-02-01,57
Abadia dos Dourados,2021-03-01,240
Abadia dos Dourados,2021-04-01,356
Abadia dos Dourados,2021-05-01,401
Abadia dos Dourados,2021-06-01,420
Abadia dos Dourados,2021-07-01,434
Abadia dos Dourados,2021-08-01,434
Abadia dos Dourados,2021-09-01,504
Abadia dos Dourados,2021-10-01,527
Abadia dos Dourados,2021-11-01,510
Abadia dos Dourados,2021-12-01,527
Abadia dos Dourados,2022-01-01,527
Abadia dos Dourados,2022-02-01,476
Abadia dos Dourados,2022-03-01,459
Abadiânia,2020-06-01,5
Abadiânia,2020-07-01,142
Abadiânia,2020-08-01,240
Abadiânia,2020-09-01,265
Abadiânia,2020-10-01,366
Abadiânia,2020-11-01,370
Abadiânia,2020-12-01,389
Abadiânia,2021-01-01,433
Abadiânia,2021-02-01,475
Abadiânia,2021-03-01,573
Abadiânia,2021-04-01,707
Abadiânia,2021-05-01,835
Abadiânia,2021-06-01,921
Abadiânia,2021-07-01,1161
Abadiânia,2021-08-01,1245
Abadiânia,2021-09-01,1282
Abadiânia,2021-10-01,1377
Abadiânia,2021-11-01,1380
Abadiânia,2021-12-01,1426
Abadiânia,2022-01-01,1426
Abadiânia,2022-02-01,1288
Abadiânia,2022-03-01,1242
Abaetetuba,2020-05-01,537
Abaetetuba,2020-06-01,2402
Abaetetuba,2020-07-01,3270
Abaetetuba,2020-08-01,3468
Abaetetuba,2020-09-01,3420
Abaetetuba,2020-10-01,3526
Abaetetuba,2020-11-01,3499
Abaetetuba,2020-12-01,3705
Abaetetuba,2021-01-01,3824
Abaetetuba,2021-02-01,3513
Abaetetuba,2021-03-01,4028
Abaetetuba,2021-04-01,4738
Abaetetuba,2021-05-01,6217
Abaetetuba,2021-06-01,6535
Abaetetuba,2021-07-01,6807
Abaetetuba,2021-08-01,6916
Abaetetuba,2021-09-01,6736
Abaetetuba,2021-10-01,7000
Abaetetuba,2021-11-01,6780
Abaetetuba,2021-12-01,7006
Abaetetuba,2022-01-01,7027
Abaetetuba,2022-02-01,6422
Abaetetuba,2022-03-01,6330
Abaeté,2020-08-01,45
Abaeté,2020-09-01,33
Abaeté,2020-10-01,79
Abaeté,2020-11-01,90
Abaeté,2020-12-01,120
Abaeté,2021-01-01,152
Abaeté,2021-02-01,197
Abaeté,2021-03-01,414
Abaeté,2021-04-01,521
Abaeté,2021-05-01,734
Abaeté,2021-06-01,793
Abaeté,2021-07-01,837
Abaeté,2021-08-01,837
Abaeté,2021-09-01,1203
Abaeté,2021-10-01,1302
Abaeté,2021-11-01,1260
Abaeté,2021-12-01,1302
Abaeté,2022-01-01,1302
Abaeté,2022-02-01,1176
Abaeté,2022-03-01,1134
Abaiara,2020-05-01,2
Abaiara,2020-06-01,30
Abaiara,2020-07-01,39
Abaiara,2020-08-01,62
Abaiara,2020-09-01,60
Abaiara,2020-10-01,66
Abaiara,2020-11-01,90
Abaiara,2020-12-01,107
Abaiara,2021-01-01,124
Abaiara,2021-02-01,116
Abaiara,2021-03-01,193
Abaiara,2021-04-01,224
Abaiara,2021-05-01,326
Abaiara,2021-06-01,425
Abaiara,2021-07-01,465
Abaiara,2021-08-01,465
Abaiara,2021-09-01,468
Abaiara,2021-10-01,496
Abaiara,2021-11-01,480
Abaiara,2021-12-01,496
Abaiara,2022-01-01,496
Abaiara,2022-02-01,448
Abaiara,2022-03-01,432
Abaré,2021-01-01,21
Abaré,2021-02-01,28
Abaré,2021-03-01,41
Abaré,2021-04-01,97
Abaré,2021-05-01,246
Abaré,2021-06-01,330
Abaré,2021-07-01,341
Abaré,2021-08-01,341
Abaré,2021-09-01,330
Abaré,2021-10-01,341
Abaré,2021-11-01,330
Abaré,2021-12-01,341
Abaré,2022-01-01,341
Abaré,2022-02-01,308
Abaré,2022-03-01,297
Abatiá,2020-11-01,15
Abatiá,2020-12-01,31
Abatiá,2021-01-01,43
Abatiá,2021-02-01,84
Abatiá,2021-03-01,123
Abatiá,2021-04-01,215
Abatiá,2021-05-01,319
Abatiá,2021-06-01,423
Abatiá,2021-07-01,583
Abatiá,2021-08-01,620
Abatiá,2021-09-01,607
Abatiá,2021-10-01,651
Abatiá,2021-11-01,630
Abatiá,2021-12-01,651
Abatiá,2022-01-01,651
Abatiá,2022-02-01,588
Abatiá,2022-03-01,567
Abaíra,2020-08-01,14
Abaíra,2020-09-01,7
Abaíra,2020-11-01,27
Abaíra,2020-12-01,34
Abaíra,2021-01-01,82
Abaíra,2021-02-01,151
Abaíra,2021-03-01,226
Abaíra,2021-04-01,270
Abaíra,2021-05-01,307
Abaíra,2021-06-01,316
Abaíra,2021-07-01,369
Abaíra,2021-08-01,372
Abaíra,2021-09-01,360
Abaíra,2021-10-01,372
Abaíra,2021-11-01,360
Abaíra,2021-12-01,372
Abaíra,2022-01-01,372
Abaíra,2022-02-01,336
Abaíra,2022-03-01,324
Abdon Batista,2020-12-01,11
Abdon Batista,2021-01-01,31
Abdon Batista,2021-02-01,28
Abdon Batista,2021-03-01,37
Abdon Batista,2021-04-01,60
Abdon Batista,2021-05-01,77
Abdon Batista,2021-06-01,112
Abdon Batista,2021-07-01,124
Abdon Batista,2021-08-01,124
Abdon Batista,2021-09-01,120
Abdon Batista,2021-10-01,124
Abdon Batista,2021-11-01,120
Abdon Batista,2021-12-01,124
Abdon Batista,2022-01-01,124
Abdon Batista,2022-02-01,112
Abdon Batista,2022-03-01,108
Abel Figueiredo,2020-05-01,22
Abel Figueiredo,2020-06-01,30
Abel Figueiredo,2020-07-01,24
Abel Figueiredo,2020-08-01,31
Abel Figueiredo,2020-09-01,31
Abel Figueiredo,2020-10-01,62
Abel Figueiredo,2020-11-01,60
Abel Figueiredo,2020-12-01,62
Abel Figueiredo,2021-01-01,62
Abel Figueiredo,2021-02-01,108
Abel Figueiredo,2021-03-01,159
Abel Figueiredo,2021-04-01,205
Abel Figueiredo,2021-05-01,298
Abel Figueiredo,2021-06-01,300
Abel Figueiredo,2021-07-01,314
Abel Figueiredo,2021-08-01,341
Abel Figueiredo,2021-09-01,330
Abel Figueiredo,2021-10-01,341
Abel Figueiredo,2021-11-01,330
Abel Figueiredo,2021-12-01,341
Abel Figueiredo,2022-01-01,366
Abel Figueiredo,2022-02-01,336
Abel Figueiredo,2022-03-01,324
Abelardo Luz,2020-06-01,22
Abelardo Luz,2020-07-01,77
Abelardo Luz,2020-08-01,97
Abelardo Luz,2020-09-01,140
Abelardo Luz,2020-10-01,172
Abelardo Luz,2020-11-01,203
Abelardo Luz,2020-12-01,354
Abelardo Luz,2021-01-01,528
Abelardo Luz,2021-02-01,563
Abelardo Luz,2021-03-01,982
Abelardo Luz,2021-04-01,1154
Abelardo Luz,2021-05-01,1294
Abelardo Luz,2021-06-01,1405
Abelardo Luz,2021-07-01,1756
Abelardo Luz,2021-08-01,1855
Abelardo Luz,2021-09-01,1759
Abelardo Luz,2021-10-01,1710
Abelardo Luz,2021-11-01,1721
Abelardo Luz,2021-12-01,1883
Abelardo Luz,2022-01-01,1900
Abelardo Luz,2022-02-01,1820
Abelardo Luz,2022-03-01,1755
Abre Campo,2020-10-01,17
Abre Campo,2020-11-01,30
Abre Campo,2020-12-01,31
Abre Campo,2021-01-01,75
Abre Campo,2021-02-01,119
Abre Campo,2021-03-01,186
Abre Campo,2021-04-01,268
Abre Campo,2021-05-01,430
Abre Campo,2021-06-01,461
Abre Campo,2021-07-01,465
Abre Campo,2021-08-01,465
Abre Campo,2021-09-01,478
Abre Campo,2021-10-01,496
Abre Campo,2021-11-01,480
Abre Campo,2021-12-01,496
Abre Campo,2022-01-01,496
Abre Campo,2022-02-01,448
Abre Campo,2022-03-01,432
Abreu e Lima,2020-04-01,21
Abreu e Lima,2020-05-01,521
Abreu e Lima,2020-06-01,1530
Abreu e Lima,2020-07-01,2164
Abreu e Lima,2020-08-01,2783
Abreu e Lima,2020-09-01,2902
Abreu e Lima,2020-10-01,3563
Abreu e Lima,2020-11-01,3694
Abreu e Lima,2020-12-01,4147
Abreu e Lima,2021-01-01,4506
Abreu e Lima,2021-02-01,4306
Abreu e Lima,2021-03-01,4962
Abreu e Lima,2021-04-01,5271
Abreu e Lima,2021-05-01,5957
Abreu e Lima,2021-06-01,6483
Abreu e Lima,2021-07-01,7119
Abreu e Lima,2021-08-01,7306
Abreu e Lima,2021-09-01,7246
Abreu e Lima,2021-10-01,7607
Abreu e Lima,2021-11-01,7410
Abreu e Lima,2021-12-01,7657
Abreu e Lima,2022-01-01,7657
Abreu e Lima,2022-02-01,6916
Abreu e Lima,2022-03-01,6669
Abreulândia,2020-06-01,6
Abreulândia,2020-07-01,55
Abreulândia,2020-08-01,73
Abreulândia,2020-09-01,90
Abreulândia,2020-10-01,110
Abreulândia,2020-11-01,120
Abreulândia,2020-12-01,124
Abreulândia,2021-01-01,124
Abreulândia,2021-02-01,112
Abreulândia,2021-03-01,127
Abreulândia,2021-04-01,152
Abreulândia,2021-05-01,186
Abreulândia,2021-06-01,180
Abreulândia,2021-07-01,186
Abreulândia,2021-08-01,186
Abreulândia,2021-09-01,180
Abreulândia,2021-10-01,213
Abreulândia,2021-11-01,240
Abreulândia,2021-12-01,248
Abreulândia,2022-01-01,248
Abreulândia,2022-02-01,224
Abreulândia,2022-03-01,216
Acaiaca,2020-06-01,10
Acaiaca,2020-07-01,31
Acaiaca,2020-08-01,31
Acaiaca,2020-09-01,30
Acaiaca,2020-10-01,31
Acaiaca,2020-11-01,58
Acaiaca,2020-12-01,90
Acaiaca,2021-01-01,93
Acaiaca,2021-02-01,110
Acaiaca,2021-03-01,142
Acaiaca,2021-04-01,188
Acaiaca,2021-05-01,293
Acaiaca,2021-06-01,330
Acaiaca,2021-07-01,341
Acaiaca,2021-08-01,341
Acaiaca,2021-09-01,341
Acaiaca,2021-10-01,372
Acaiaca,2021-11-01,360
Acaiaca,2021-12-01,372
Acaiaca,2022-01-01,372
Acaiaca,2022-02-01,336
Acaiaca,2022-03-01,324
Acajutiba,2020-06-01,5
Acajutiba,2020-07-01,58
Acajutiba,2020-08-01,90
Acajutiba,2020-09-01,90
Acajutiba,2020-10-01,108
Acajutiba,2020-11-01,158
Acajutiba,2020-12-01,186
Acajutiba,2021-01-01,190
Acajutiba,2021-02-01,196
Acajutiba,2021-03-01,288
Acajutiba,2021-04-01,390
Acajutiba,2021-05-01,443
Acajutiba,2021-06-01,480
Acajutiba,2021-07-01,544
Acajutiba,2021-08-01,600
Acajutiba,2021-09-01,600
Acajutiba,2021-10-01,620
Acajutiba,2021-11-01,624
Acajutiba,2021-12-01,651
Acajutiba,2022-01-01,651
Acajutiba,2022-02-01,588
Acajutiba,2022-03-01,567
Acarape,2020-04-01,13
Acarape,2020-05-01,56
Acarape,2020-06-01,267
Acarape,2020-07-01,414
Acarape,2020-08-01,434
Acarape,2020-09-01,428
Acarape,2020-10-01,465
Acarape,2020-11-01,450
Acarape,2020-12-01,454
Acarape,2021-01-01,434
Acarape,2021-02-01,394
Acarape,2021-03-01,466
Acarape,2021-04-01,553
Acarape,2021-05-01,743
Acarape,2021-06-01,810
Acarape,2021-07-01,877
Acarape,2021-08-01,954
Acarape,2021-09-01,960
Acarape,2021-10-01,992
Acarape,2021-11-01,960
Acarape,2021-12-01,992
Acarape,2022-01-01,992
Acarape,2022-02-01,896
Acarape,2022-03-01,864
Acaraú,2020-04-01,13
Acaraú,2020-05-01,171
Acaraú,2020-06-01,900
Acaraú,2020-07-01,1510
Acaraú,2020-08-01,1722
Acaraú,2020-09-01,1708
Acaraú,2020-10-01,1767
Acaraú,2020-11-01,1734
Acaraú,2020-12-01,1798
Acaraú,2021-01-01,1798
Acaraú,2021-02-01,1643
Acaraú,2021-03-01,2019
Acaraú,2021-04-01,2561
Acaraú,2021-05-01,2878
Acaraú,2021-06-01,3011
Acaraú,2021-07-01,3402
Acaraú,2021-08-01,3457
Acaraú,2021-09-01,3360
Acaraú,2021-10-01,3472
Acaraú,2021-11-01,3360
Acaraú,2021-12-01,3472
Acaraú,2022-01-01,3472
Acaraú,2022-02-01,3136
Acaraú,2022-03-01,3024
Acari,2020-06-01,3
Acari,2020-07-01,73
Acari,2020-08-01,109
Acari,2020-09-01,202
Acari,2020-10-01,238
Acari,2020-11-01,210
Acari,2020-12-01,217
Acari,2021-01-01,217
Acari,2021-02-01,209
Acari,2021-03-01,259
Acari,2021-04-01,321
Acari,2021-05-01,395
Acari,2021-06-01,463
Acari,2021-07-01,572
Acari,2021-08-01,589
Acari,2021-09-01,570
Acari,2021-10-01,612
Acari,2021-11-01,630
Acari,2021-12-01,651
Acari,2022-01-01,670
Acari,2022-02-01,640
Acari,2022-03-01,648
Acará,2020-05-01,108
Acará,2020-06-01,253
Acará,2020-07-01,370
Acará,2020-08-01,385
Acará,2020-09-01,407
Acará,2020-10-01,403
Acará,2020-11-01,439
Acará,2020-12-01,495
Acará,2021-01-01,496
Acará,2021-02-01,448
Acará,2021-03-01,566
Acará,2021-04-01,718
Acará,2021-05-01,837
Acará,2021-06-01,875
Acará,2021-07-01,1009
Acará,2021-08-01,1100
Acará,2021-09-01,1087
Acará,2021-10-01,1206
Acará,2021-11-01,1170
Acará,2021-12-01,1251
Acará,2022-01-01,1271
Acará,2022-02-01,1148
Acará,2022-03-01,1107
Acauã,2021-01-01,27
Acauã,2021-02-01,28
Acauã,2021-03-01,31
Acauã,2021-04-01,30
Acauã,2021-05-01,31
Acauã,2021-06-01,30
Acauã,2021-07-01,31
Acauã,2021-08-01,31
Acauã,2021-09-01,30
Acauã,2021-10-01,48
Acauã,2021-11-01,60
Acauã,2021-12-01,62
Acauã,2022-01-01,62
Acauã,2022-02-01,56
Acauã,2022-03-01,54
Aceguá,2021-04-01,71
Aceguá,2021-05-01,124
Aceguá,2021-06-01,158
Aceguá,2021-07-01,217
Aceguá,2021-08-01,217
Aceguá,2021-09-01,210
Aceguá,2021-10-01,235
Aceguá,2021-11-01,240
Aceguá,2021-12-01,248
Aceguá,2022-01-01,248
Aceguá,2022-02-01,224
Aceguá,2022-03-01,216
Acopiara,2020-04-01,4
Acopiara,2020-05-01,48
Acopiara,2020-06-01,329
Acopiara,2020-07-01,618
Acopiara,2020-08-01,864
Acopiara,2020-09-01,975
Acopiara,2020-10-01,1275
Acopiara,2020-11-01,1480
Acopiara,2020-12-01,1696
Acopiara,2021-01-01,1844
Acopiara,2021-02-01,1838
Acopiara,2021-03-01,2324
Acopiara,2021-04-01,2864
Acopiara,2021-05-01,3518
Acopiara,2021-06-01,3961
Acopiara,2021-07-01,4365
Acopiara,2021-08-01,4573
Acopiara,2021-09-01,4509
Acopiara,2021-10-01,4681
Acopiara,2021-11-01,4530
Acopiara,2021-12-01,4681
Acopiara,2022-01-01,4681
Acopiara,2022-02-01,4228
Acopiara,2022-03-01,4077
Acorizal,2020-06-01,30
Acorizal,2020-07-01,32
Acorizal,2020-08-01,91
Acorizal,2020-09-01,90
Acorizal,2020-10-01,93
Acorizal,2020-11-01,134
Acorizal,2020-12-01,217
Acorizal,2021-01-01,217
Acorizal,2021-02-01,203
Acorizal,2021-03-01,307
Acorizal,2021-04-01,464
Acorizal,2021-05-01,558
Acorizal,2021-06-01,561
Acorizal,2021-07-01,592
Acorizal,2021-08-01,631
Acorizal,2021-09-01,660
Acorizal,2021-10-01,682
Acorizal,2021-11-01,660
Acorizal,2021-12-01,682
Acorizal,2022-01-01,682
Acorizal,2022-02-01,638
Acorizal,2022-03-01,648
Acrelândia,2020-05-01,28
Acrelândia,2020-06-01,62
Acrelândia,2020-07-01,118
Acrelândia,2020-08-01,235
Acrelândia,2020-09-01,268
Acrelândia,2020-10-01,302
Acrelândia,2020-11-01,328
Acrelândia,2020-12-01,353
Acrelândia,2021-01-01,423
Acrelândia,2021-02-01,411
Acrelândia,2021-03-01,592
Acrelândia,2021-04-01,737
Acrelândia,2021-05-01,956
Acrelândia,2021-06-01,1035
Acrelândia,2021-07-01,1145
Acrelândia,2021-08-01,1147
Acrelândia,2021-09-01,1110
Acrelândia,2021-10-01,1147
Acrelândia,2021-11-01,1110
Acrelândia,2021-12-01,1147
Acrelândia,2022-01-01,1147
Acrelândia,2022-02-01,1036
Acrelândia,2022-03-01,999
Acreúna,2020-06-01,7
Acreúna,2020-07-01,78
Acreúna,2020-08-01,250
Acreúna,2020-09-01,365
Acreúna,2020-10-01,645
Acreúna,2020-11-01,730
Acreúna,2020-12-01,805
Acreúna,2021-01-01,837
Acreúna,2021-02-01,817
Acreúna,2021-03-01,982
Acreúna,2021-04-01,1146
Acreúna,2021-05-01,1307
Acreúna,2021-06-01,1376
Acreúna,2021-07-01,1560
Acreúna,2021-08-01,1745
Acreúna,2021-09-01,1809
Acreúna,2021-10-01,1917
Acreúna,2021-11-01,1960
Acreúna,2021-12-01,2108
Acreúna,2022-01-01,2108
Acreúna,2022-02-01,1904
Acreúna,2022-03-01,1836
Adamantina,2020-05-01,27
Adamantina,2020-06-01,100
Adamantina,2020-07-01,164
Adamantina,2020-08-01,203
Adamantina,2020-09-01,267
Adamantina,2020-10-01,340
Adamantina,2020-11-01,369
Adamantina,2020-12-01,465
Adamantina,2021-01-01,588
Adamantina,2021-02-01,815
Adamantina,2021-03-01,1275
Adamantina,2021-04-01,1752
Adamantina,2021-05-01,2268
Adamantina,2021-06-01,2776
Adamantina,2021-07-01,3640
Adamantina,2021-08-01,4019
Adamantina,2021-09-01,3961
Adamantina,2021-10-01,4277
Adamantina,2021-11-01,4312
Adamantina,2021-12-01,4578
Adamantina,2022-01-01,4588
Adamantina,2022-02-01,4144
Adamantina,2022-03-01,3996
Adelândia,2020-09-01,10
Adelândia,2020-10-01,31
Adelândia,2020-11-01,48
Adelândia,2020-12-01,62
Adelândia,2021-01-01,62
Adelândia,2021-02-01,56
Adelândia,2021-03-01,62
Adelândia,2021-04-01,70
Adelândia,2021-05-01,118
Adelândia,2021-06-01,120
Adelândia,2021-07-01,124
Adelândia,2021-08-01,124
Adelândia,2021-09-01,120
Adelândia,2021-10-01,124
Adelândia,2021-11-01,120
Adelândia,2021-12-01,124
Adelândia,2022-01-01,124
Adelândia,2022-02-01,112
Adelândia,2022-03-01,108
Adolfo,2020-06-01,19
Adolfo,2020-07-01,71
Adolfo,2020-08-01,93
Adolfo,2020-09-01,103
Adolfo,2020-10-01,142
Adolfo,2020-11-01,150
Adolfo,2020-12-01,155
Adolfo,2021-01-01,155
Adolfo,2021-02-01,165
Adolfo,2021-03-01,198
Adolfo,2021-04-01,262
Adolfo,2021-05-01,304
Adolfo,2021-06-01,370
Adolfo,2021-07-01,478
Adolfo,2021-08-01,555
Adolfo,2021-09-01,570
Adolfo,2021-10-01,589
Adolfo,2021-11-01,570
Adolfo,2021-12-01,589
Adolfo,2022-01-01,589
Adolfo,2022-02-01,532
Adolfo,2022-03-01,513
Adrianópolis,2020-06-01,7
Adrianópolis,2020-07-01,61
Adrianópolis,2020-08-01,63
Adrianópolis,2020-09-01,118
Adrianópolis,2020-10-01,124
Adrianópolis,2020-11-01,120
Adrianópolis,2020-12-01,135
Adrianópolis,2021-01-01,239
Adrianópolis,2021-02-01,258
Adrianópolis,2021-03-01,489
Adrianópolis,2021-04-01,635
Adrianópolis,2021-05-01,674
Adrianópolis,2021-06-01,778
Adrianópolis,2021-07-01,882
Adrianópolis,2021-08-01,899
Adrianópolis,2021-09-01,870
Adrianópolis,2021-10-01,899
Adrianópolis,2021-11-01,870
Adrianópolis,2021-12-01,899
Adrianópolis,2022-01-01,899
Adrianópolis,2022-02-01,812
Adrianópolis,2022-03-01,783
Adustina,2020-04-01,24
Adustina,2020-05-01,31
Adustina,2020-06-01,30
Adustina,2020-07-01,31
Adustina,2020-08-01,31
Adustina,2020-09-01,36
Adustina,2020-10-01,62
Adustina,2020-11-01,68
Adustina,2020-12-01,116
Adustina,2021-01-01,124
Adustina,2021-02-01,117
Adustina,2021-03-01,226
Adustina,2021-04-01,270
Adustina,2021-05-01,364
Adustina,2021-06-01,572
Adustina,2021-07-01,750
Adustina,2021-08-01,794
Adustina,2021-09-01,810
Adustina,2021-10-01,837
Adustina,2021-11-01,810
Adustina,2021-12-01,837
Adustina,2022-01-01,837
Adustina,2022-02-01,756
Adustina,2022-03-01,729
Afogados da Ingazeira,2020-06-01,26
Afogados da Ingazeira,2020-07-01,146
Afogados da Ingazeira,2020-08-01,228
Afogados da Ingazeira,2020-09-01,293
Afogados da Ingazeira,2020-10-01,389
Afogados da Ingazeira,2020-11-01,531
Afogados da Ingazeira,2020-12-01,715
Afogados da Ingazeira,2021-01-01,812
Afogados da Ingazeira,2021-02-01,779
Afogados da Ingazeira,2021-03-01,1132
Afogados da Ingazeira,2021-04-01,1417
Afogados da Ingazeira,2021-05-01,1762
Afogados da Ingazeira,2021-06-01,1969
Afogados da Ingazeira,2021-07-01,2218
Afogados da Ingazeira,2021-08-01,2263
Afogados da Ingazeira,2021-09-01,2204
Afogados da Ingazeira,2021-10-01,2294
Afogados da Ingazeira,2021-11-01,2220
Afogados da Ingazeira,2021-12-01,2294
Afogados da Ingazeira,2022-01-01,2294
Afogados da Ingazeira,2022-02-01,2072
Afogados da Ingazeira,2022-03-01,1998
Afonso Bezerra,2020-05-01,14
Afonso Bezerra,2020-06-01,74
Afonso Bezerra,2020-07-01,155
Afonso Bezerra,2020-08-01,199
Afonso Bezerra,2020-09-01,238
Afonso Bezerra,2020-10-01,293
Afonso Bezerra,2020-11-01,330
Afonso Bezerra,2020-12-01,337
Afonso Bezerra,2021-01-01,341
Afonso Bezerra,2021-02-01,308
Afonso Bezerra,2021-03-01,341
Afonso Bezerra,2021-04-01,343
Afonso Bezerra,2021-05-01,395
Afonso Bezerra,2021-06-01,491
Afonso Bezerra,2021-07-01,558
Afonso Bezerra,2021-08-01,558
Afonso Bezerra,2021-09-01,540
Afonso Bezerra,2021-10-01,558
Afonso Bezerra,2021-11-01,540
Afonso Bezerra,2021-12-01,558
Afonso Bezerra,2022-01-01,558
Afonso Bezerra,2022-02-01,504
Afonso Bezerra,2022-03-01,486
Afonso Cláudio,2020-04-01,8
Afonso Cláudio,2020-05-01,137
Afonso Cláudio,2020-06-01,213
Afonso Cláudio,2020-07-01,331
Afonso Cláudio,2020-08-01,450
Afonso Cláudio,2020-09-01,530
Afonso Cláudio,2020-10-01,598
Afonso Cláudio,2020-11-01,605
Afonso Cláudio,2020-12-01,778
Afonso Cláudio,2021-01-01,1014
Afonso Cláudio,2021-02-01,1042
Afonso Cláudio,2021-03-01,1348
Afonso Cláudio,2021-04-01,1486
Afonso Cláudio,2021-05-01,1699
Afonso Cláudio,2021-06-01,1680
Afonso Cláudio,2021-07-01,1824
Afonso Cláudio,2021-08-01,1904
Afonso Cláudio,2021-09-01,1860
Afonso Cláudio,2021-10-01,1952
Afonso Cláudio,2021-11-01,1890
Afonso Cláudio,2021-12-01,1953
Afonso Cláudio,2022-01-01,1953
Afonso Cláudio,2022-02-01,1764
Afonso Cláudio,2022-03-01,1701
Afonso Cunha,2020-07-01,42
Afonso Cunha,2020-08-01,62
Afonso Cunha,2020-09-01,60
Afonso Cunha,2020-10-01,62
Afonso Cunha,2020-11-01,60
Afonso Cunha,2020-12-01,62
Afonso Cunha,2021-01-01,62
Afonso Cunha,2021-02-01,56
Afonso Cunha,2021-03-01,62
Afonso Cunha,2021-04-01,60
Afonso Cunha,2021-05-01,62
Afonso Cunha,2021-06-01,69
Afonso Cunha,2021-07-01,93
Afonso Cunha,2021-08-01,93
Afonso Cunha,2021-09-01,90
Afonso Cunha,2021-10-01,93
Afonso Cunha,2021-11-01,90
Afonso Cunha,2021-12-01,93
Afonso Cunha,2022-01-01,93
Afonso Cunha,2022-02-01,84
Afonso Cunha,2022-03-01,81
Afrânio,2020-06-01,20
Afrânio,2020-07-01,31
Afrânio,2020-08-01,41
Afrânio,2020-09-01,60
Afrânio,2020-10-01,62
Afrânio,2020-11-01,60
Afrânio,2020-12-01,117
Afrânio,2021-01-01,208
Afrânio,2021-02-01,252
Afrânio,2021-03-01,279
Afrânio,2021-04-01,320
Afrânio,2021-05-01,411
Afrânio,2021-06-01,420
Afrânio,2021-07-01,460
Afrânio,2021-08-01,465
Afrânio,2021-09-01,450
Afrânio,2021-10-01,465
Afrânio,2021-11-01,450
Afrânio,2021-12-01,465
Afrânio,2022-01-01,465
Afrânio,2022-02-01,420
Afrânio,2022-03-01,405
Afuá,2020-05-01,14
Afuá,2020-06-01,106
Afuá,2020-07-01,249
Afuá,2020-08-01,309
Afuá,2020-09-01,330
Afuá,2020-10-01,341
Afuá,2020-11-01,330
Afuá,2020-12-01,341
Afuá,2021-01-01,341
Afuá,2021-02-01,312
Afuá,2021-03-01,420
Afuá,2021-04-01,420
Afuá,2021-05-01,434
Afuá,2021-06-01,435
Afuá,2021-07-01,496
Afuá,2021-08-01,496
Afuá,2021-09-01,480
Afuá,2021-10-01,496
Afuá,2021-11-01,480
Afuá,2021-12-01,496
Afuá,2022-01-01,496
Afuá,2022-02-01,448
Afuá,2022-03-01,432
Agrestina,2020-04-01,7
Agrestina,2020-05-01,95
Agrestina,2020-06-01,258
Agrestina,2020-07-01,619
Agrestina,2020-08-01,884
Agrestina,2020-09-01,939
Agrestina,2020-10-01,992
Agrestina,2020-11-01,977
Agrestina,2020-12-01,1023
Agrestina,2021-01-01,1024
Agrestina,2021-02-01,952
Agrestina,2021-03-01,1105
Agrestina,2021-04-01,1199
Agrestina,2021-05-01,1503
Agrestina,2021-06-01,1759
Agrestina,2021-07-01,1976
Agrestina,2021-08-01,2057
Agrestina,2021-09-01,2010
Agrestina,2021-10-01,2077
Agrestina,2021-11-01,2010
Agrestina,2021-12-01,2077
Agrestina,2022-01-01,2077
Agrestina,2022-02-01,1876
Agrestina,2022-03-01,1809
Agricolândia,2021-03-01,7
Agricolândia,2021-04-01,79
Agricolândia,2021-05-01,115
Agricolândia,2021-06-01,163
Agricolândia,2021-07-01,186
Agricolândia,2021-08-01,216
Agricolândia,2021-09-01,240
Agricolândia,2021-10-01,236
Agricolândia,2021-11-01,229
Agricolândia,2021-12-01,270
Agricolândia,2022-01-01,279
Agricolândia,2022-02-01,277
Agricolândia,2022-03-01,270
Agrolândia,2020-06-01,40
Agrolândia,2020-07-01,62
Agrolândia,2020-08-01,77
Agrolândia,2020-09-01,147
Agrolândia,2020-10-01,186
Agrolândia,2020-11-01,180
Agrolândia,2020-12-01,186
Agrolândia,2021-01-01,186
Agrolândia,2021-02-01,168
Agrolândia,2021-03-01,200
Agrolândia,2021-04-01,338
Agrolândia,2021-05-01,513
Agrolândia,2021-06-01,632
Agrolândia,2021-07-01,834
Agrolândia,2021-08-01,899
Agrolândia,2021-09-01,870
