city,month,last_available_deaths
Chalé,2020-10-01,161
Chalé,2020-11-01,180
Chalé,2020-12-01,206
Chalé,2021-01-01,217
Chalé,2021-02-01,196
Chalé,2021-03-01,217
Chalé,2021-04-01,223
Chalé,2021-05-01,279
Chalé,2021-06-01,270
Chalé,2021-07-01,279
Chalé,2021-08-01,279
Chalé,2021-09-01,287
Chalé,2021-10-01,310
Chalé,2021-11-01,300
Chalé,2021-12-01,310
Chalé,2022-01-01,310
Chalé,2022-02-01,280
Chalé,2022-03-01,270
Chapada,2020-08-01,18
Chapada,2020-09-01,30
Chapada,2020-10-01,31
Chapada,2020-11-01,30
Chapada,2020-12-01,41
Chapada,2021-01-01,62
Chapada,2021-02-01,61
Chapada,2021-03-01,93
Chapada,2021-04-01,146
Chapada,2021-05-01,439
Chapada,2021-06-01,611
Chapada,2021-07-01,787
Chapada,2021-08-01,806
Chapada,2021-09-01,780
Chapada,2021-10-01,806
Chapada,2021-11-01,807
Chapada,2021-12-01,837
Chapada,2022-01-01,841
Chapada,2022-02-01,807
Chapada,2022-03-01,783
Chapada Gaúcha,2020-12-01,8
Chapada Gaúcha,2021-01-01,31
Chapada Gaúcha,2021-02-01,28
Chapada Gaúcha,2021-03-01,49
Chapada Gaúcha,2021-04-01,76
Chapada Gaúcha,2021-05-01,193
Chapada Gaúcha,2021-06-01,210
Chapada Gaúcha,2021-07-01,217
Chapada Gaúcha,2021-08-01,217
Chapada Gaúcha,2021-09-01,419
Chapada Gaúcha,2021-10-01,465
Chapada Gaúcha,2021-11-01,450
Chapada Gaúcha,2021-12-01,465
Chapada Gaúcha,2022-01-01,465
Chapada Gaúcha,2022-02-01,420
Chapada Gaúcha,2022-03-01,405
Chapada da Natividade,2020-09-01,22
Chapada da Natividade,2020-10-01,31
Chapada da Natividade,2020-11-01,30
Chapada da Natividade,2020-12-01,31
Chapada da Natividade,2021-01-01,31
Chapada da Natividade,2021-02-01,28
Chapada da Natividade,2021-03-01,31
Chapada da Natividade,2021-04-01,30
Chapada da Natividade,2021-05-01,31
Chapada da Natividade,2021-06-01,60
Chapada da Natividade,2021-07-01,62
Chapada da Natividade,2021-08-01,62
Chapada da Natividade,2021-09-01,60
Chapada da Natividade,2021-10-01,62
Chapada da Natividade,2021-11-01,60
Chapada da Natividade,2021-12-01,62
Chapada da Natividade,2022-01-01,62
Chapada da Natividade,2022-02-01,56
Chapada da Natividade,2022-03-01,54
Chapada de Areia,2020-08-01,26
Chapada de Areia,2020-09-01,39
Chapada de Areia,2020-10-01,62
Chapada de Areia,2020-11-01,60
Chapada de Areia,2020-12-01,62
Chapada de Areia,2021-01-01,62
Chapada de Areia,2021-02-01,56
Chapada de Areia,2021-03-01,62
Chapada de Areia,2021-04-01,81
Chapada de Areia,2021-05-01,93
Chapada de Areia,2021-06-01,90
Chapada de Areia,2021-07-01,93
Chapada de Areia,2021-08-01,93
Chapada de Areia,2021-09-01,90
Chapada de Areia,2021-10-01,93
Chapada de Areia,2021-11-01,90
Chapada de Areia,2021-12-01,93
Chapada de Areia,2022-01-01,93
Chapada de Areia,2022-02-01,84
Chapada de Areia,2022-03-01,81
Chapada do Norte,2021-02-01,5
Chapada do Norte,2021-03-01,31
Chapada do Norte,2021-04-01,35
Chapada do Norte,2021-05-01,90
Chapada do Norte,2021-06-01,90
Chapada do Norte,2021-07-01,93
Chapada do Norte,2021-08-01,93
Chapada do Norte,2021-09-01,108
Chapada do Norte,2021-10-01,124
Chapada do Norte,2021-11-01,120
Chapada do Norte,2021-12-01,124
Chapada do Norte,2022-01-01,124
Chapada do Norte,2022-02-01,112
Chapada do Norte,2022-03-01,108
Chapada dos Guimarães,2020-05-01,19
Chapada dos Guimarães,2020-06-01,83
Chapada dos Guimarães,2020-07-01,214
Chapada dos Guimarães,2020-08-01,446
Chapada dos Guimarães,2020-09-01,450
Chapada dos Guimarães,2020-10-01,465
Chapada dos Guimarães,2020-11-01,516
Chapada dos Guimarães,2020-12-01,651
Chapada dos Guimarães,2021-01-01,689
Chapada dos Guimarães,2021-02-01,698
Chapada dos Guimarães,2021-03-01,1080
Chapada dos Guimarães,2021-04-01,1716
Chapada dos Guimarães,2021-05-01,2210
Chapada dos Guimarães,2021-06-01,2265
Chapada dos Guimarães,2021-07-01,2437
Chapada dos Guimarães,2021-08-01,2519
Chapada dos Guimarães,2021-09-01,2545
Chapada dos Guimarães,2021-10-01,2666
Chapada dos Guimarães,2021-11-01,2608
Chapada dos Guimarães,2021-12-01,2697
Chapada dos Guimarães,2022-01-01,2712
Chapada dos Guimarães,2022-02-01,2594
Chapada dos Guimarães,2022-03-01,2538
Chapadinha,2020-05-01,26
Chapadinha,2020-06-01,312
Chapadinha,2020-07-01,986
Chapadinha,2020-08-01,1338
Chapadinha,2020-09-01,1361
Chapadinha,2020-10-01,1590
Chapadinha,2020-11-01,1693
Chapadinha,2020-12-01,1934
Chapadinha,2021-01-01,2101
Chapadinha,2021-02-01,1932
Chapadinha,2021-03-01,2172
Chapadinha,2021-04-01,2349
Chapadinha,2021-05-01,2762
Chapadinha,2021-06-01,3091
Chapadinha,2021-07-01,3546
Chapadinha,2021-08-01,3942
Chapadinha,2021-09-01,3840
Chapadinha,2021-10-01,3968
Chapadinha,2021-11-01,3840
Chapadinha,2021-12-01,3968
Chapadinha,2022-01-01,3968
Chapadinha,2022-02-01,3584
Chapadinha,2022-03-01,3456
Chapadão do Céu,2020-08-01,52
Chapadão do Céu,2020-09-01,99
Chapadão do Céu,2020-10-01,199
Chapadão do Céu,2020-11-01,210
Chapadão do Céu,2020-12-01,230
Chapadão do Céu,2021-01-01,285
Chapadão do Céu,2021-02-01,280
Chapadão do Céu,2021-03-01,310
Chapadão do Céu,2021-04-01,340
Chapadão do Céu,2021-05-01,481
Chapadão do Céu,2021-06-01,541
Chapadão do Céu,2021-07-01,619
Chapadão do Céu,2021-08-01,675
Chapadão do Céu,2021-09-01,702
Chapadão do Céu,2021-10-01,726
Chapadão do Céu,2021-11-01,720
Chapadão do Céu,2021-12-01,744
Chapadão do Céu,2022-01-01,744
Chapadão do Céu,2022-02-01,672
Chapadão do Céu,2022-03-01,648
Chapadão do Lageado,2020-08-01,25
Chapadão do Lageado,2020-09-01,30
Chapadão do Lageado,2020-10-01,31
Chapadão do Lageado,2020-11-01,30
Chapadão do Lageado,2020-12-01,31
Chapadão do Lageado,2021-01-01,31
Chapadão do Lageado,2021-02-01,28
Chapadão do Lageado,2021-03-01,31
Chapadão do Lageado,2021-04-01,30
Chapadão do Lageado,2021-05-01,49
Chapadão do Lageado,2021-06-01,90
Chapadão do Lageado,2021-07-01,109
Chapadão do Lageado,2021-08-01,146
Chapadão do Lageado,2021-09-01,166
Chapadão do Lageado,2021-10-01,186
Chapadão do Lageado,2021-11-01,180
Chapadão do Lageado,2021-12-01,186
Chapadão do Lageado,2022-01-01,186
Chapadão do Lageado,2022-02-01,168
Chapadão do Lageado,2022-03-01,162
Chapadão do Sul,2020-07-01,16
Chapadão do Sul,2020-08-01,143
Chapadão do Sul,2020-09-01,289
Chapadão do Sul,2020-10-01,443
Chapadão do Sul,2020-11-01,450
Chapadão do Sul,2020-12-01,490
Chapadão do Sul,2021-01-01,671
Chapadão do Sul,2021-02-01,707
Chapadão do Sul,2021-03-01,835
Chapadão do Sul,2021-04-01,1050
Chapadão do Sul,2021-05-01,1333
Chapadão do Sul,2021-06-01,1605
Chapadão do Sul,2021-07-01,1972
Chapadão do Sul,2021-08-01,2267
Chapadão do Sul,2021-09-01,2250
Chapadão do Sul,2021-10-01,2325
Chapadão do Sul,2021-11-01,2250
Chapadão do Sul,2021-12-01,2325
Chapadão do Sul,2022-01-01,2325
Chapadão do Sul,2022-02-01,2100
Chapadão do Sul,2022-03-01,2025
Chapecó,2020-05-01,41
Chapecó,2020-06-01,208
Chapecó,2020-07-01,383
Chapecó,2020-08-01,965
Chapecó,2020-09-01,1719
Chapecó,2020-10-01,2233
Chapecó,2020-11-01,2537
Chapecó,2020-12-01,3360
Chapecó,2021-01-01,4083
Chapecó,2021-02-01,4855
Chapecó,2021-03-01,13061
Chapecó,2021-04-01,16784
Chapecó,2021-05-01,18683
Chapecó,2021-06-01,19091
Chapecó,2021-07-01,20599
Chapecó,2021-08-01,21471
Chapecó,2021-09-01,21964
Chapecó,2021-10-01,23794
Chapecó,2021-11-01,23448
Chapecó,2021-12-01,24598
Chapecó,2022-01-01,24746
Chapecó,2022-02-01,22894
Chapecó,2022-03-01,22221
Charqueada,2020-05-01,56
Charqueada,2020-06-01,90
Charqueada,2020-07-01,108
Charqueada,2020-08-01,174
Charqueada,2020-09-01,224
Charqueada,2020-10-01,248
Charqueada,2020-11-01,240
Charqueada,2020-12-01,248
Charqueada,2021-01-01,264
Charqueada,2021-02-01,271
Charqueada,2021-03-01,354
Charqueada,2021-04-01,649
Charqueada,2021-05-01,953
Charqueada,2021-06-01,1132
Charqueada,2021-07-01,1304
Charqueada,2021-08-01,1333
Charqueada,2021-09-01,1307
Charqueada,2021-10-01,1395
Charqueada,2021-11-01,1350
Charqueada,2021-12-01,1395
Charqueada,2022-01-01,1395
Charqueada,2022-02-01,1260
Charqueada,2022-03-01,1215
Charqueadas,2020-06-01,18
Charqueadas,2020-07-01,81
Charqueadas,2020-08-01,302
Charqueadas,2020-09-01,396
Charqueadas,2020-10-01,541
Charqueadas,2020-11-01,545
Charqueadas,2020-12-01,600
Charqueadas,2021-01-01,670
Charqueadas,2021-02-01,698
Charqueadas,2021-03-01,1110
Charqueadas,2021-04-01,1919
Charqueadas,2021-05-01,2509
Charqueadas,2021-06-01,2765
Charqueadas,2021-07-01,3100
Charqueadas,2021-08-01,3239
Charqueadas,2021-09-01,3341
Charqueadas,2021-10-01,3503
Charqueadas,2021-11-01,3390
Charqueadas,2021-12-01,3503
Charqueadas,2022-01-01,3489
Charqueadas,2022-02-01,3157
Charqueadas,2022-03-01,3106
Charrua,2020-07-01,45
Charrua,2020-08-01,247
Charrua,2020-09-01,318
Charrua,2020-10-01,341
Charrua,2020-11-01,330
Charrua,2020-12-01,341
Charrua,2021-01-01,341
Charrua,2021-02-01,308
Charrua,2021-03-01,353
Charrua,2021-04-01,360
Charrua,2021-05-01,372
Charrua,2021-06-01,360
Charrua,2021-07-01,372
Charrua,2021-08-01,372
Charrua,2021-09-01,360
Charrua,2021-10-01,372
Charrua,2021-11-01,360
Charrua,2021-12-01,372
Charrua,2022-01-01,372
Charrua,2022-02-01,336
Charrua,2022-03-01,324
Chaval,2020-05-01,36
Chaval,2020-06-01,114
Chaval,2020-07-01,312
Chaval,2020-08-01,381
Chaval,2020-09-01,396
Chaval,2020-10-01,434
Chaval,2020-11-01,420
Chaval,2020-12-01,434
Chaval,2021-01-01,434
Chaval,2021-02-01,392
Chaval,2021-03-01,454
Chaval,2021-04-01,554
Chaval,2021-05-01,810
Chaval,2021-06-01,810
Chaval,2021-07-01,837
Chaval,2021-08-01,837
Chaval,2021-09-01,810
Chaval,2021-10-01,837
Chaval,2021-11-01,810
Chaval,2021-12-01,837
Chaval,2022-01-01,837
Chaval,2022-02-01,756
Chaval,2022-03-01,729
Chavantes,2020-07-01,9
Chavantes,2020-08-01,31
Chavantes,2020-09-01,37
Chavantes,2020-10-01,62
Chavantes,2020-11-01,60
Chavantes,2020-12-01,62
Chavantes,2021-01-01,96
Chavantes,2021-02-01,257
Chavantes,2021-03-01,342
Chavantes,2021-04-01,421
Chavantes,2021-05-01,656
Chavantes,2021-06-01,956
Chavantes,2021-07-01,1150
Chavantes,2021-08-01,1429
Chavantes,2021-09-01,1440
Chavantes,2021-10-01,1488
Chavantes,2021-11-01,1440
Chavantes,2021-12-01,1514
Chavantes,2022-01-01,1519
Chavantes,2022-02-01,1372
Chavantes,2022-03-01,1323
Chaves,2020-05-01,17
Chaves,2020-06-01,30
Chaves,2020-07-01,31
Chaves,2020-08-01,31
Chaves,2020-09-01,30
Chaves,2020-10-01,31
Chaves,2020-11-01,30
Chaves,2020-12-01,31
Chaves,2021-01-01,31
Chaves,2021-02-01,46
Chaves,2021-03-01,62
Chaves,2021-04-01,60
Chaves,2021-05-01,62
Chaves,2021-06-01,60
Chaves,2021-07-01,92
Chaves,2021-08-01,155
Chaves,2021-09-01,170
Chaves,2021-10-01,186
Chaves,2021-11-01,180
Chaves,2021-12-01,186
Chaves,2022-01-01,186
Chaves,2022-02-01,168
Chaves,2022-03-01,162
Chiador,2020-08-01,26
Chiador,2020-09-01,30
Chiador,2020-10-01,31
Chiador,2020-11-01,30
Chiador,2020-12-01,31
Chiador,2021-01-01,43
Chiador,2021-02-01,72
Chiador,2021-03-01,94
Chiador,2021-04-01,140
Chiador,2021-05-01,213
Chiador,2021-06-01,210
Chiador,2021-07-01,217
Chiador,2021-08-01,217
Chiador,2021-09-01,210
Chiador,2021-10-01,217
Chiador,2021-11-01,210
Chiador,2021-12-01,217
Chiador,2022-01-01,217
Chiador,2022-02-01,196
Chiador,2022-03-01,189
Chiapetta,2020-11-01,28
Chiapetta,2020-12-01,42
Chiapetta,2021-01-01,62
Chiapetta,2021-02-01,82
Chiapetta,2021-03-01,312
Chiapetta,2021-04-01,475
Chiapetta,2021-05-01,496
Chiapetta,2021-06-01,480
Chiapetta,2021-07-01,525
Chiapetta,2021-08-01,527
Chiapetta,2021-09-01,510
Chiapetta,2021-10-01,527
Chiapetta,2021-11-01,510
Chiapetta,2021-12-01,527
Chiapetta,2022-01-01,527
Chiapetta,2022-02-01,503
Chiapetta,2022-03-01,534
Chopinzinho,2020-07-01,30
Chopinzinho,2020-08-01,56
Chopinzinho,2020-09-01,60
Chopinzinho,2020-10-01,62
Chopinzinho,2020-11-01,60
Chopinzinho,2020-12-01,189
Chopinzinho,2021-01-01,518
Chopinzinho,2021-02-01,660
Chopinzinho,2021-03-01,905
Chopinzinho,2021-04-01,1099
Chopinzinho,2021-05-01,1253
Chopinzinho,2021-06-01,1357
Chopinzinho,2021-07-01,1456
Chopinzinho,2021-08-01,1504
Chopinzinho,2021-09-01,1470
Chopinzinho,2021-10-01,1578
Chopinzinho,2021-11-01,1560
Chopinzinho,2021-12-01,1612
Chopinzinho,2022-01-01,1612
Chopinzinho,2022-02-01,1456
Chopinzinho,2022-03-01,1404
Chorozinho,2020-05-01,62
Chorozinho,2020-06-01,265
Chorozinho,2020-07-01,427
Chorozinho,2020-08-01,496
Chorozinho,2020-09-01,509
Chorozinho,2020-10-01,527
Chorozinho,2020-11-01,510
Chorozinho,2020-12-01,544
Chorozinho,2021-01-01,587
Chorozinho,2021-02-01,532
Chorozinho,2021-03-01,606
Chorozinho,2021-04-01,687
Chorozinho,2021-05-01,838
Chorozinho,2021-06-01,1014
Chorozinho,2021-07-01,1141
Chorozinho,2021-08-01,1148
Chorozinho,2021-09-01,1163
Chorozinho,2021-10-01,1209
Chorozinho,2021-11-01,1170
Chorozinho,2021-12-01,1209
Chorozinho,2022-01-01,1209
Chorozinho,2022-02-01,1092
Chorozinho,2022-03-01,1053
Chorrochó,2020-08-01,3
Chorrochó,2020-09-01,67
Chorrochó,2020-10-01,93
Chorrochó,2020-11-01,90
Chorrochó,2020-12-01,93
Chorrochó,2021-01-01,104
Chorrochó,2021-02-01,113
Chorrochó,2021-03-01,189
Chorrochó,2021-04-01,239
Chorrochó,2021-05-01,327
Chorrochó,2021-06-01,347
Chorrochó,2021-07-01,379
Chorrochó,2021-08-01,403
Chorrochó,2021-09-01,390
Chorrochó,2021-10-01,403
Chorrochó,2021-11-01,390
Chorrochó,2021-12-01,403
Chorrochó,2022-01-01,403
Chorrochó,2022-02-01,364
Chorrochó,2022-03-01,351
Choró,2020-05-01,16
Choró,2020-06-01,95
Choró,2020-07-01,124
Choró,2020-08-01,142
Choró,2020-09-01,174
Choró,2020-10-01,231
Choró,2020-11-01,210
Choró,2020-12-01,217
Choró,2021-01-01,217
Choró,2021-02-01,201
Choró,2021-03-01,257
Choró,2021-04-01,271
Choró,2021-05-01,323
Choró,2021-06-01,403
Choró,2021-07-01,489
Choró,2021-08-01,535
Choró,2021-09-01,540
Choró,2021-10-01,558
Choró,2021-11-01,540
Choró,2021-12-01,558
Choró,2022-01-01,558
Choró,2022-02-01,504
Choró,2022-03-01,486
Chupinguaia,2020-07-01,3
Chupinguaia,2020-08-01,57
Chupinguaia,2020-09-01,152
Chupinguaia,2020-10-01,203
Chupinguaia,2020-11-01,210
Chupinguaia,2020-12-01,217
Chupinguaia,2021-01-01,241
Chupinguaia,2021-02-01,299
Chupinguaia,2021-03-01,413
Chupinguaia,2021-04-01,461
Chupinguaia,2021-05-01,508
Chupinguaia,2021-06-01,554
Chupinguaia,2021-07-01,655
Chupinguaia,2021-08-01,729
Chupinguaia,2021-09-01,733
Chupinguaia,2021-10-01,775
Chupinguaia,2021-11-01,750
Chupinguaia,2021-12-01,775
Chupinguaia,2022-01-01,775
Chupinguaia,2022-02-01,700
Chupinguaia,2022-03-01,675
Chuvisca,2020-07-01,24
Chuvisca,2020-08-01,31
Chuvisca,2020-09-01,30
Chuvisca,2020-10-01,31
Chuvisca,2020-11-01,30
Chuvisca,2020-12-01,31
Chuvisca,2021-01-01,31
Chuvisca,2021-02-01,28
Chuvisca,2021-03-01,31
Chuvisca,2021-04-01,30
Chuvisca,2021-05-01,87
Chuvisca,2021-06-01,90
Chuvisca,2021-07-01,111
Chuvisca,2021-08-01,124
Chuvisca,2021-09-01,120
Chuvisca,2021-10-01,124
Chuvisca,2021-11-01,120
Chuvisca,2021-12-01,124
Chuvisca,2022-01-01,124
Chuvisca,2022-02-01,131
Chuvisca,2022-03-01,135
Chuí,2021-04-01,23
Chuí,2021-05-01,51
Chuí,2021-06-01,74
Chuí,2021-07-01,118
Chuí,2021-08-01,124
Chuí,2021-09-01,120
Chuí,2021-10-01,124
Chuí,2021-11-01,120
Chuí,2021-12-01,124
Chuí,2022-01-01,124
Chuí,2022-02-01,112
Chuí,2022-03-01,132
Chácara,2021-01-01,23
Chácara,2021-02-01,47
Chácara,2021-03-01,109
Chácara,2021-04-01,200
Chácara,2021-05-01,258
Chácara,2021-06-01,270
Chácara,2021-07-01,279
Chácara,2021-08-01,279
Chácara,2021-09-01,298
Chácara,2021-10-01,310
Chácara,2021-11-01,300
Chácara,2021-12-01,310
Chácara,2022-01-01,310
Chácara,2022-02-01,280
Chácara,2022-03-01,270
Chã Grande,2020-05-01,104
Chã Grande,2020-06-01,249
Chã Grande,2020-07-01,379
Chã Grande,2020-08-01,432
Chã Grande,2020-09-01,420
Chã Grande,2020-10-01,456
Chã Grande,2020-11-01,456
Chã Grande,2020-12-01,527
Chã Grande,2021-01-01,527
Chã Grande,2021-02-01,476
Chã Grande,2021-03-01,556
Chã Grande,2021-04-01,584
Chã Grande,2021-05-01,649
Chã Grande,2021-06-01,768
Chã Grande,2021-07-01,872
Chã Grande,2021-08-01,930
Chã Grande,2021-09-01,900
Chã Grande,2021-10-01,930
Chã Grande,2021-11-01,900
Chã Grande,2021-12-01,930
Chã Grande,2022-01-01,930
Chã Grande,2022-02-01,840
Chã Grande,2022-03-01,810
Chã Preta,2020-08-01,5
Chã Preta,2020-09-01,30
Chã Preta,2020-10-01,31
Chã Preta,2020-11-01,30
Chã Preta,2020-12-01,31
Chã Preta,2021-01-01,31
Chã Preta,2021-02-01,56
Chã Preta,2021-03-01,66
Chã Preta,2021-04-01,115
Chã Preta,2021-05-01,207
Chã Preta,2021-06-01,238
Chã Preta,2021-07-01,282
Chã Preta,2021-08-01,310
Chã Preta,2021-09-01,300
Chã Preta,2021-10-01,331
Chã Preta,2021-11-01,330
Chã Preta,2021-12-01,341
Chã Preta,2022-01-01,341
Chã Preta,2022-02-01,308
Chã Preta,2022-03-01,297
Chã de Alegria,2020-04-01,4
Chã de Alegria,2020-05-01,62
Chã de Alegria,2020-06-01,123
Chã de Alegria,2020-07-01,228
Chã de Alegria,2020-08-01,292
Chã de Alegria,2020-09-01,300
Chã de Alegria,2020-10-01,310
Chã de Alegria,2020-11-01,300
Chã de Alegria,2020-12-01,310
Chã de Alegria,2021-01-01,310
Chã de Alegria,2021-02-01,280
Chã de Alegria,2021-03-01,345
Chã de Alegria,2021-04-01,445
Chã de Alegria,2021-05-01,565
Chã de Alegria,2021-06-01,612
Chã de Alegria,2021-07-01,651
Chã de Alegria,2021-08-01,678
Chã de Alegria,2021-09-01,660
Chã de Alegria,2021-10-01,682
Chã de Alegria,2021-11-01,660
Chã de Alegria,2021-12-01,682
Chã de Alegria,2022-01-01,682
Chã de Alegria,2022-02-01,616
Chã de Alegria,2022-03-01,594
Cianorte,2020-04-01,27
Cianorte,2020-05-01,31
Cianorte,2020-06-01,59
Cianorte,2020-07-01,232
Cianorte,2020-08-01,349
Cianorte,2020-09-01,432
Cianorte,2020-10-01,476
Cianorte,2020-11-01,563
Cianorte,2020-12-01,865
Cianorte,2021-01-01,1224
Cianorte,2021-02-01,1355
Cianorte,2021-03-01,2048
Cianorte,2021-04-01,3093
Cianorte,2021-05-01,3893
Cianorte,2021-06-01,4228
Cianorte,2021-07-01,4782
Cianorte,2021-08-01,5379
Cianorte,2021-09-01,5381
Cianorte,2021-10-01,5682
Cianorte,2021-11-01,5550
Cianorte,2021-12-01,5735
Cianorte,2022-01-01,5735
Cianorte,2022-02-01,5180
Cianorte,2022-03-01,4995
Cidade Gaúcha,2020-05-01,4
Cidade Gaúcha,2020-06-01,30
Cidade Gaúcha,2020-07-01,31
Cidade Gaúcha,2020-08-01,31
Cidade Gaúcha,2020-09-01,30
Cidade Gaúcha,2020-10-01,31
Cidade Gaúcha,2020-11-01,30
Cidade Gaúcha,2020-12-01,31
Cidade Gaúcha,2021-01-01,31
Cidade Gaúcha,2021-02-01,31
Cidade Gaúcha,2021-03-01,64
Cidade Gaúcha,2021-04-01,103
Cidade Gaúcha,2021-05-01,208
Cidade Gaúcha,2021-06-01,576
Cidade Gaúcha,2021-07-01,894
Cidade Gaúcha,2021-08-01,998
Cidade Gaúcha,2021-09-01,990
Cidade Gaúcha,2021-10-01,1052
Cidade Gaúcha,2021-11-01,1020
Cidade Gaúcha,2021-12-01,1054
Cidade Gaúcha,2022-01-01,1054
Cidade Gaúcha,2022-02-01,952
Cidade Gaúcha,2022-03-01,918
Cidade Ocidental,2020-06-01,80
Cidade Ocidental,2020-07-01,328
Cidade Ocidental,2020-08-01,681
Cidade Ocidental,2020-09-01,1019
Cidade Ocidental,2020-10-01,1223
Cidade Ocidental,2020-11-01,1274
Cidade Ocidental,2020-12-01,1384
Cidade Ocidental,2021-01-01,1448
Cidade Ocidental,2021-02-01,1378
Cidade Ocidental,2021-03-01,1804
Cidade Ocidental,2021-04-01,2688
Cidade Ocidental,2021-05-01,3488
Cidade Ocidental,2021-06-01,3666
Cidade Ocidental,2021-07-01,4037
Cidade Ocidental,2021-08-01,4481
Cidade Ocidental,2021-09-01,4700
Cidade Ocidental,2021-10-01,5219
Cidade Ocidental,2021-11-01,5292
Cidade Ocidental,2021-12-01,5487
Cidade Ocidental,2022-01-01,5487
Cidade Ocidental,2022-02-01,4956
Cidade Ocidental,2022-03-01,4779
Cidelândia,2020-08-01,27
Cidelândia,2020-09-01,30
Cidelândia,2020-10-01,31
Cidelândia,2020-11-01,30
Cidelândia,2020-12-01,32
Cidelândia,2021-01-01,62
Cidelândia,2021-02-01,56
Cidelândia,2021-03-01,79
Cidelândia,2021-04-01,119
Cidelândia,2021-05-01,124
Cidelândia,2021-06-01,169
Cidelândia,2021-07-01,213
Cidelândia,2021-08-01,217
Cidelândia,2021-09-01,210
Cidelândia,2021-10-01,217
Cidelândia,2021-11-01,210
Cidelândia,2021-12-01,217
Cidelândia,2022-01-01,217
Cidelândia,2022-02-01,196
Cidelândia,2022-03-01,189
Cidreira,2020-04-01,15
Cidreira,2020-05-01,31
Cidreira,2020-06-01,34
Cidreira,2020-07-01,71
Cidreira,2020-08-01,93
Cidreira,2020-09-01,149
Cidreira,2020-10-01,214
Cidreira,2020-11-01,288
Cidreira,2020-12-01,412
Cidreira,2021-01-01,625
Cidreira,2021-02-01,696
Cidreira,2021-03-01,984
Cidreira,2021-04-01,1577
Cidreira,2021-05-01,1935
Cidreira,2021-06-01,1955
Cidreira,2021-07-01,2071
Cidreira,2021-08-01,2113
Cidreira,2021-09-01,2164
Cidreira,2021-10-01,2341
Cidreira,2021-11-01,2310
Cidreira,2021-12-01,2410
Cidreira,2022-01-01,2436
Cidreira,2022-02-01,2303
Cidreira,2022-03-01,2241
Cipotânea,2020-06-01,4
Cipotânea,2020-11-01,6
Cipotânea,2020-12-01,31
Cipotânea,2021-01-01,89
Cipotânea,2021-02-01,178
Cipotânea,2021-03-01,367
Cipotânea,2021-04-01,410
Cipotânea,2021-05-01,480
Cipotânea,2021-06-01,514
Cipotânea,2021-07-01,558
Cipotânea,2021-08-01,558
Cipotânea,2021-09-01,659
Cipotânea,2021-10-01,713
Cipotânea,2021-11-01,690
Cipotânea,2021-12-01,713
Cipotânea,2022-01-01,713
Cipotânea,2022-02-01,644
Cipotânea,2022-03-01,621
Cipó,2021-03-01,32
Cipó,2021-04-01,124
Cipó,2021-05-01,186
Cipó,2021-06-01,202
Cipó,2021-07-01,346
Cipó,2021-08-01,433
Cipó,2021-09-01,450
Cipó,2021-10-01,465
Cipó,2021-11-01,450
Cipó,2021-12-01,465
Cipó,2022-01-01,465
Cipó,2022-02-01,420
Cipó,2022-03-01,405
Ciríaco,2020-07-01,18
Ciríaco,2020-08-01,82
Ciríaco,2020-09-01,120
Ciríaco,2020-10-01,124
Ciríaco,2020-11-01,140
Ciríaco,2020-12-01,155
Ciríaco,2021-01-01,163
Ciríaco,2021-02-01,170
Ciríaco,2021-03-01,319
Ciríaco,2021-04-01,454
Ciríaco,2021-05-01,527
Ciríaco,2021-06-01,572
Ciríaco,2021-07-01,720
Ciríaco,2021-08-01,780
Ciríaco,2021-09-01,803
Ciríaco,2021-10-01,837
Ciríaco,2021-11-01,810
Ciríaco,2021-12-01,837
Ciríaco,2022-01-01,837
Ciríaco,2022-02-01,775
Ciríaco,2022-03-01,783
Claraval,2020-10-01,23
Claraval,2020-11-01,30
Claraval,2020-12-01,31
Claraval,2021-01-01,31
Claraval,2021-02-01,28
Claraval,2021-03-01,31
Claraval,2021-04-01,30
Claraval,2021-05-01,31
Claraval,2021-06-01,50
Claraval,2021-07-01,62
Claraval,2021-08-01,62
Claraval,2021-09-01,106
Claraval,2021-10-01,124
Claraval,2021-11-01,120
Claraval,2021-12-01,124
Claraval,2022-01-01,124
Claraval,2022-02-01,112
Claraval,2022-03-01,108
Claro dos Poções,2020-08-01,1
Claro dos Poções,2020-09-01,30
Claro dos Poções,2020-10-01,31
Claro dos Poções,2020-11-01,45
Claro dos Poções,2020-12-01,62
Claro dos Poções,2021-01-01,73
Claro dos Poções,2021-02-01,84
Claro dos Poções,2021-03-01,105
Claro dos Poções,2021-04-01,120
Claro dos Poções,2021-05-01,169
Claro dos Poções,2021-06-01,250
Claro dos Poções,2021-07-01,279
Claro dos Poções,2021-08-01,279
Claro dos Poções,2021-09-01,298
Claro dos Poções,2021-10-01,310
Claro dos Poções,2021-11-01,300
Claro dos Poções,2021-12-01,310
Claro dos Poções,2022-01-01,310
Claro dos Poções,2022-02-01,280
Claro dos Poções,2022-03-01,270
Clementina,2020-09-01,8
Clementina,2020-10-01,35
Clementina,2020-11-01,60
Clementina,2020-12-01,62
Clementina,2021-01-01,62
Clementina,2021-02-01,65
Clementina,2021-03-01,194
Clementina,2021-04-01,270
Clementina,2021-05-01,279
Clementina,2021-06-01,343
Clementina,2021-07-01,458
Clementina,2021-08-01,465
Clementina,2021-09-01,546
Clementina,2021-10-01,659
Clementina,2021-11-01,690
Clementina,2021-12-01,687
Clementina,2022-01-01,682
